INSCRICAO;MATRICULA;ENDERECO
60.010.181.056.000;1590154;RUA C CJ MARIO ANDREAZZA - 518 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.064.000;1590162;RUA C CJ MARIO ANDREAZZA - 514 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.071.000;1590170;RUA C CJ MARIO ANDREAZZA - 506 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.078.000;1590189;RUA C CJ MARIO ANDREAZZA - 502 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.085.000;1590197;RUA C CJ MARIO ANDREAZZA - 494 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.092.000;1590200;RUA C CJ MARIO ANDREAZZA - 490 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.099.000;1590219;RUA C CJ MARIO ANDREAZZA - 482 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.106.000;1590227;RUA C CJ MARIO ANDREAZZA - 478 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.113.000;1590235;RUA C CJ MARIO ANDREAZZA - 470 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.120.002;1590243;RUA C CJ MARIO ANDREAZZA - 466 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.127.000;1590251;RUA C CJ MARIO ANDREAZZA - 458 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.134.000;1590260;RUA C CJ MARIO ANDREAZZA - 454 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.551.140.000;7962800;RUA I CJ DO SOL - 140 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.141.000;1590278;RUA C CJ MARIO ANDREAZZA - 446 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.148.000;1590286;RUA C CJ MARIO ANDREAZZA - 442 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.494.040.000;7950764;RUA H CJ DO SOL - 40 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.532.059.000;7948433;RUA G CJ DO SOL - 59 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.532.065.000;7946600;RUA G CJ DO SOL - 65 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.005.000;1589601;RUA E CJ MARIO ANDREAZZA - 348 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.012.002;1589610;RUA E CJ MARIO ANDREAZZA - 344 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.019.000;1589628;RUA E CJ MARIO ANDREAZZA - 336 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.026.000;1589636;RUA E CJ MARIO ANDREAZZA - 332 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.033.000;1589644;RUA E CJ MARIO ANDREAZZA - 324 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.040.000;1589652;RUA E CJ MARIO ANDREAZZA - 320 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.047.000;1589660;RUA E CJ MARIO ANDREAZZA - 312 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.054.000;1589679;RUA E CJ MARIO ANDREAZZA - 308 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.061.000;1589687;RUA E CJ MARIO ANDREAZZA - 300 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.068.000;1589695;RUA E CJ MARIO ANDREAZZA - 296 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.075.000;1589709;RUA E CJ MARIO ANDREAZZA - 288 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.082.000;1589717;RUA E CJ MARIO ANDREAZZA - 284 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.089.000;1589725;RUA E CJ MARIO ANDREAZZA - 276 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.494.060.000;7946570;RUA G CJ DO SOL - 60 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.494.064.000;7959443;RUA G CJ DO SOL - 64 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.491.056.000;7950683;RUA I CJ DO SOL - 56 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.492.063.000;7950705;RUA F CJ DO SOL - 63 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.000.000;1590014;RUA C CJ MARIO ANDREAZZA - 441 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.007.000;1590022;RUA C CJ MARIO ANDREAZZA - 445 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.014.000;1590030;RUA C CJ MARIO ANDREAZZA - 453 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.021.002;1590049;RUA C CJ MARIO ANDREAZZA - 457 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.028.000;1590057;RUA C CJ MARIO ANDREAZZA - 465 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.035.000;1590065;RUA C CJ MARIO ANDREAZZA - 469 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.042.000;1590073;RUA C CJ MARIO ANDREAZZA - 477 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.049.000;1590081;RUA C CJ MARIO ANDREAZZA - 481 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.056.000;1590090;RUA C CJ MARIO ANDREAZZA - 489 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.063.000;1590103;RUA C CJ MARIO ANDREAZZA - 493 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.070.000;1590111;RUA C CJ MARIO ANDREAZZA - 501 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.077.000;1590120;RUA C CJ MARIO ANDREAZZA - 505 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.080.000;1590138;RUA C CJ MARIO ANDREAZZA - 513 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.083.000;1590146;RUA C CJ MARIO ANDREAZZA - 517 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.086.000;1597302;RUA C CJ MARIO ANDREAZZA - 525 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.094.000;1597310;RUA C CJ MARIO ANDREAZZA - 533 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.102.000;1597329;RUA C CJ MARIO ANDREAZZA - 541 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.110.000;1597337;RUA C CJ MARIO ANDREAZZA - 549 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.118.000;1597345;RUA C CJ MARIO ANDREAZZA - 557 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.123.000;7372256;RUA C CJ MARIO ANDREAZZA - 561 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.064.000;7950721;RUA F CJ DO SOL - 64 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.000.001;1597248;RUA B CJ MARIO ANDREAZZA - 488 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.008.000;1597256;RUA B CJ MARIO ANDREAZZA - 480 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.016.000;1597264;RUA B CJ MARIO ANDREAZZA - 472 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.024.001;1597272;RUA B CJ MARIO ANDREAZZA - 464 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.032.000;1597280;RUA B CJ MARIO ANDREAZZA - 456 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.040.000;1597299;RUA B CJ MARIO ANDREAZZA - 448 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.048.002;1589873;RUA B CJ MARIO ANDREAZZA - 440 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.055.000;1589881;RUA B CJ MARIO ANDREAZZA - 436 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.062.000;1589890;RUA B CJ MARIO ANDREAZZA - 428 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.069.000;1589903;RUA B CJ MARIO ANDREAZZA - 424 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.076.000;1589911;RUA B CJ MARIO ANDREAZZA - 416 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.111.083.000;1589920;RUA B CJ MARIO ANDREAZZA - 412 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.090.000;1589938;RUA B CJ MARIO ANDREAZZA - 404 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.097.000;1589946;RUA B CJ MARIO ANDREAZZA - 400 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.104.000;1589954;RUA B CJ MARIO ANDREAZZA - 392 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.111.000;1589962;RUA B CJ MARIO ANDREAZZA - 388 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.118.000;1589970;RUA B CJ MARIO ANDREAZZA - 382 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.125.002;1589989;RUA B CJ MARIO ANDREAZZA - 376 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.132.000;1589997;RUA B CJ MARIO ANDREAZZA - 368 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.139.000;1590006;RUA B CJ MARIO ANDREAZZA - 364 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.000.003;1589733;RUA B CJ MARIO ANDREAZZA - 363 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.007.000;1589741;RUA B CJ MARIO ANDREAZZA - 367 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.014.000;1589750;RUA B CJ MARIO ANDREAZZA - 375 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.021.000;1589768;RUA B CJ MARIO ANDREAZZA - 379 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.028.000;1589776;RUA B CJ MARIO ANDREAZZA - 387 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.035.000;1589784;RUA B CJ MARIO ANDREAZZA - 391 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.042.000;1589792;RUA B CJ MARIO ANDREAZZA - 399 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.049.000;1589806;RUA B CJ MARIO ANDREAZZA - 403 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.056.000;1589814;RUA B CJ MARIO ANDREAZZA - 411 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.063.000;1589822;RUA B CJ MARIO ANDREAZZA - 415 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.070.000;1589830;RUA B CJ MARIO ANDREAZZA - 423 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.077.000;1589849;RUA B CJ MARIO ANDREAZZA - 427 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.084.000;1589857;RUA B CJ MARIO ANDREAZZA - 435 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.091.000;1589865;RUA B CJ MARIO ANDREAZZA - 439 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.000.002;4245121;RUA F CJ MARIO ANDREAZZA - 374 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.004.000;6555967;RUA F CJ MARIO ANDREAZZA - 366 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.014.003;1590294;RUA F CJ MARIO ANDREAZZA - 362 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.021.001;1590308;RUA F CJ MARIO ANDREAZZA - 358 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.028.002;1590316;RUA F CJ MARIO ANDREAZZA - 350 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.000.002;1597191;RUA B CJ MARIO ANDREAZZA - 445 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.008.000;1597205;RUA B CJ MARIO ANDREAZZA - 455 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.643.016.000;1597213;RUA B CJ MARIO ANDREAZZA - 463 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.024.002;1597221;RUA B CJ MARIO ANDREAZZA - 471 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.032.000;1597230;RUA B CJ MARIO ANDREAZZA - 479 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.211.000.002;1597426;RUA A CJ MARIO ANDREAZZA - 192 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.211.008.000;1597434;RUA A CJ MARIO ANDREAZZA - 184 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.211.016.002;1597442;RUA A CJ MARIO ANDREAZZA - 176 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.211.024.000;1597450;RUA A CJ MARIO ANDREAZZA - 168 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.211.032.002;1597469;RUA A CJ MARIO ANDREAZZA - 160 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.005.000;1583930;RUA A CJ MARIO ANDREAZZA - 140 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.010.001;1590324;RUA A CJ MARIO ANDREAZZA - 134 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.017.000;1590332;RUA A CJ MARIO ANDREAZZA - 130 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.024.001;1590340;RUA A CJ MARIO ANDREAZZA - 122 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.031.000;1590359;RUA A CJ MARIO ANDREAZZA - 118 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.038.000;1590367;RUA A CJ MARIO ANDREAZZA - 108 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.045.000;1590375;RUA A CJ MARIO ANDREAZZA - 102 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.052.000;1590383;RUA A CJ MARIO ANDREAZZA - 92 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.059.000;1590391;RUA A CJ MARIO ANDREAZZA - 88 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.066.000;1590405;RUA A CJ MARIO ANDREAZZA - 80 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.073.000;1590413;RUA A CJ MARIO ANDREAZZA - 76 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.000.002;1589598;RUA D CJ MARIO ANDREAZZA - 199 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.007.000;1589580;RUA D CJ MARIO ANDREAZZA - 205 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.014.000;1589571;RUA D CJ MARIO ANDREAZZA - 209 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.021.000;1589563;RUA D CJ MARIO ANDREAZZA - 215 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.028.000;1589555;RUA D CJ MARIO ANDREAZZA - 219 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.035.002;1589547;RUA D CJ MARIO ANDREAZZA - 227 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.042.000;1589539;RUA D CJ MARIO ANDREAZZA - 231 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.049.000;1589520;RUA D CJ MARIO ANDREAZZA - 239 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.056.002;1589512;RUA D CJ MARIO ANDREAZZA - 243 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.063.001;1589504;RUA D CJ MARIO ANDREAZZA - 251 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.070.000;1589490;RUA D CJ MARIO ANDREAZZA - 255 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.077.000;1589482;RUA D CJ MARIO ANDREAZZA - 263 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.084.001;1589474;RUA D CJ MARIO ANDREAZZA - 267 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.062.091.000;1593390;RUA D CJ MARIO ANDREAZZA - 275 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.000.001;1589334;RUA D CJ MARIO ANDREAZZA - 274 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.007.000;1589342;RUA D CJ MARIO ANDREAZZA - 270 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.014.000;1589350;RUA D CJ MARIO ANDREAZZA - 262 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.021.000;1589369;RUA D CJ MARIO ANDREAZZA - 258 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.028.000;1589377;RUA D CJ MARIO ANDREAZZA - 250 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.035.000;1589385;RUA D CJ MARIO ANDREAZZA - 246 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.042.000;1589393;RUA D CJ MARIO ANDREAZZA - 238 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.049.000;1589407;RUA D CJ MARIO ANDREAZZA - 234 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.056.000;1589415;RUA D CJ MARIO ANDREAZZA - 226 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.063.000;1589423;RUA D CJ MARIO ANDREAZZA - 222 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.070.000;1589431;RUA D CJ MARIO ANDREAZZA - 214 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.077.000;1589440;RUA D CJ MARIO ANDREAZZA - 210 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.084.000;1589458;RUA D CJ MARIO ANDREAZZA - 202 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.091.000;1589466;RUA D CJ MARIO ANDREAZZA - 198 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.061.012.000;6837778;RUA A CJ MARIO ANDREAZZA - 12 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.000.003;1588567;RUA JUVINA TOJAL - 205 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.005.000;1588575;RUA JUVINA TOJAL - 209 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.010.000;1588583;RUA JUVINA TOJAL - 213 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.015.000;1588591;RUA JUVINA TOJAL - 217 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.020.001;1588605;RUA JUVINA TOJAL - 223 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.025.002;1588613;RUA JUVINA TOJAL - 227 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.030.000;1588621;RUA JUVINA TOJAL - 231 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.035.001;1588630;RUA JUVINA TOJAL - 235 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.040.002;1588648;RUA JUVINA TOJAL - 239 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.045.000;1588656;RUA JUVINA TOJAL - 243 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.051.001;1588664;RUA JUVINA TOJAL - 249 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.057.002;1588672;RUA JUVINA TOJAL - 255 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.063.002;1588680;RUA JUVINA TOJAL - 261 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.068.000;1588699;RUA JUVINA TOJAL - 265 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.074.000;1588702;RUA JUVINA TOJAL - 269 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.079.000;1588710;RUA JUVINA TOJAL - 275 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.084.002;1588729;RUA JUVINA TOJAL - 279 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.089.000;1590430;RUA JUVINA TOJAL - 283 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.094.000;1588737;RUA JUVINA TOJAL - 287 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.098.000;1588745;RUA JUVINA TOJAL - 291 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.102.001;1588753;RUA JUVINA TOJAL - 297 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.106.000;1588761;RUA JUVINA TOJAL - 301 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.111.000;1588770;RUA JUVINA TOJAL - 305 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.116.000;1588788;RUA JUVINA TOJAL - 311 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.121.002;1588796;RUA JUVINA TOJAL - 315 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.126.001;1588800;RUA JUVINA TOJAL - 321 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.131.002;1588818;RUA JUVINA TOJAL - 327 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.134.000;6355838;RUA JUVINA TOJAL - 329 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.137.000;1588826;RUA JUVINA TOJAL - 333 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.141.001;1588834;RUA JUVINA TOJAL - 343 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.148.000;1588842;RUA JUVINA TOJAL - 347 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.156.000;1588850;RUA JUVINA TOJAL - 369 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.182.000;1593439;RUA JUVINA TOJAL - 373 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.000.000;1593900;RUA ALOISIO SILVA - 58 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.005.000;1593919;RUA ALOISIO SILVA - 52 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.010.000;1593927;RUA ALOISIO SILVA - 46 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.015.000;1593935;RUA ALOISIO SILVA - 40 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.020.000;1596845;RUA ALOISIO SILVA - 34 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.025.000;1593943;RUA ALOISIO SILVA - 28 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.030.000;1593951;RUA ALOISIO SILVA - 24 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.035.000;1593960;RUA ALOISIO SILVA - 18 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.040.000;7842201;RUA ALOISIO SILVA - 12 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.050.000;1588885;RUA ALOISIO SILVA - 6 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.106.000;6505857;RUA 4 CJ MANOEL F CALUMBY - 145 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.000.006;1593978;RUA 6 CJ MANOEL F CALUMBY - 291 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.007.000;1593986;RUA 6 CJ MANOEL F CALUMBY - 299 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.010.003;5472180;RUA 6 CJ MANOEL F CALUMBY - 303 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.014.001;1593994;RUA 6 CJ MANOEL F CALUMBY - 307 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.021.000;1594001;RUA 6 CJ MANOEL F CALUMBY - 315 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.028.000;5222028;RUA 6 CJ MANOEL F CALUMBY - 319 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.030.002;1594010;RUA 6 CJ MANOEL F CALUMBY - 323 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.037.000;1594028;RUA 6 CJ MANOEL F CALUMBY - 331 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.044.000;1594036;RUA 6 CJ MANOEL F CALUMBY - 339 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.051.000;1594044;RUA 6 CJ MANOEL F CALUMBY - 347 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.058.000;1594052;RUA 6 CJ MANOEL F CALUMBY - 355 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.065.000;1594060;RUA 6 CJ MANOEL F CALUMBY - 363 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.072.000;1594079;RUA 6 CJ MANOEL F CALUMBY - 371 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.079.001;1594087;RUA 6 CJ MANOEL F CALUMBY - 377 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.085.000;7945965;RUA 6 CJ MANOEL F CALUMBY - 383 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.091.000;7099606;RUA 6 CJ MANOEL F CALUMBY - 389 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.116.000;7896379;RUA 6 CJ MANOEL F CALUMBY - 413 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.126.000;7945949;RUA 6 CJ MANOEL F CALUMBY - 425 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.133.000;7927851;RUA 6 CJ MANOEL F CALUMBY - 431 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.151.000;7969864;RUA 6 CJ MANOEL F CALUMBY - 449 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.170.000;7900902;RUA 6 CJ MANOEL F CALUMBY - 469 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.003.000;7521154;RUA 6 CJ MANOEL F CALUMBY - 401 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.182.010.000;7888350;RUA 6 CJ MANOEL F CALUMBY - 400 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.182.115.000;7844530;RUA 6 CJ MANOEL F CALUMBY - 388 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.184.000.000;6143630;RUA 3 CJ MANOEL F CALUMBY - 144 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.184.006.000;6975240;RUA 3 CJ MANOEL F CALUMBY - 138 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.184.011.000;7110251;RUA 3 CJ MANOEL F CALUMBY - 132 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.184.017.000;6355828;RUA 3 CJ MANOEL F CALUMBY - 126 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.184.030.000;1594427;RUA 3 CJ MANOEL F CALUMBY - 104 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
